Label,Function,Description,APIName,APIUrl,Action,LocalPermissions,RemotePermissions,Scope,Settings,Available,ReportType,ExportFile,BboxVersion
GET-WIRELESSFBNH,Get-WIRELESSFrequencyNeighborhoodScan,Get WIRELESS 5.2Ghz Frequency Neighborhood Scan Information,wireless/5/neighborhood,https://192.168.1.254/api/v1/wireless/5/neighborhood,GET,private,Private,wifi-read,No,Yes,Table,wireless-5-neighborhood,22.3.22
GET-WIRELESSR,Get-WIRELESSRepeater,Get WIRELESS Repeater Configuration Information,wireless/repeater,https://192.168.1.254/api/v1/wireless/repeater,GET,private,Private,wifi-read,No,Yes,List,wireless-repeater,22.3.22
GET-WIRELESSS,Get-WIRELESSScheduler,Get WIRELESS Scheduler Configuration Information,wireless/scheduler,https://192.168.1.254/api/v1/wireless/scheduler,GET,private,Private,wifi-read,No,Yes,List,wireless-scheduler,22.3.22
GET-WIRELESSSR,Get-WIRELESSSchedulerRules,Get WIRELESS Scheduler Rules Configuration Information,wireless/scheduler,https://192.168.1.254/api/v1/wireless/scheduler,GET,private,Private,wifi-read,No,Yes,Table,wireless-scheduler-rules,22.3.22
GET-WIRELESSVBSTB,GET-WIRELESSVideoBridgeSetTopBoxes,Get WIRELESS Video Bridge Boxes Configuration Information,wireless/videobridge,https://192.168.1.254/api/v1/wireless/videobridge,GET,private,Private,wifi-read,No,Yes,Table,wireless-video-bridge-boxes,22.3.22
GET-WIRELESSVBR,GET-WIRELESSVideoBridgeRepeaters,Get WIRELESS Video Bridge Repeaters Configuration Information,wireless/videobridge,https://192.168.1.254/api/v1/wireless/videobridge,GET,private,Private,wifi-read,No,Yes,Table,wireless-video-bridge-repeaters,22.3.22
GET-WIRELESSWPS,Get-WIRELESSWPS,Get WIRELESS WPS Configuration Information,wireless/wps,https://192.168.1.254/api/v1/wireless/wps,GET,public,Private,wifi-read,No,Yes,List,wireless-wps,22.3.22
,,,airties/upgrade,https://192.168.1.254/api/v1/airties/upgrade,PUT,public,Private,diag-write,Yes,No,,,
,,,airties/remotemanager,https://192.168.1.254/api/v1/airties/remotemanager,PUT,public,Private,diag-write,Yes,No,,,
,,,airties/meshsteering,https://192.168.1.254/api/v1/airties/meshsteering,PUT,public,Private,diag-write,Yes,No,,,
,,,airties/bandsteering,https://192.168.1.254/api/v1/airties/bandsteering,PUT,public,Private,diag-write,Yes,No,,,
,,,airties/agent,https://192.168.1.254/api/v1/airties/agent,PUT,public,Private,diag-write,Yes,No,,,
,,,airties/cacs,https://192.168.1.254/api/v1/airties/cacs,PUT,public,Private,diag-write,Yes,No,,,
,,,airties/liveview,https://192.168.1.254/api/v1/airties/liveview,PUT,public,Private,diag-write,Yes,No,,,
,,,dhcp6/prefixdelegation,https://192.168.1.254/api/v1/dhcp6/prefixdelegation,POST,private,Private,dhcp-write,Yes,No,,,
,,,dhcp6/prefixdelegation,https://192.168.1.254/api/v1/dhcp6/prefixdelegation/{id},PUT,private,Private,dhcp-write,Yes,No,,,
,,,dhcp6/prefixdelegation,https://192.168.1.254/api/v1/dhcp6/prefixdelegation/{id},DELETE,private,Private,dhcp-write,Yes,No,,,
,,,dhcp6/options,https://192.168.1.254/api/v1/dhcp6/options,POST,private,Private,dhcp-write,Yes,No,,,
,,,dhcp6/options,https://192.168.1.254/api/v1/dhcp6/options/{id},PUT,private,Private,dhcp-write,Yes,No,,,
,,,dhcp6/options,https://192.168.1.254/api/v1/dhcp6/options/{id},DELETE,private,Private,dhcp-write,Yes,No,,,
,,,firewallv6/rules,https://192.168.1.254/api/v1/firewallv6/rules,POST,private,Private,firewall-write,Yes,No,,,
,,,firewallv6/rules/{id},https://192.168.1.254/api/v1/firewallv6/rules/{id},PUT,private,Private,firewall-write,Yes,No,,,
,,,firewallv6/level,https://192.168.1.254/api/v1/firewallv6/level,PUT,private,Private,firewall-write,Yes,No,,,
,,,hosts/{id},https://192.168.1.254/api/v1/hosts/{id},DELETE,private,Private,host-write,Yes,No,,,
,,,dhcp/options/{id},https://192.168.1.254/api/v1/dhcp/options/{id},DELETE,private,Private,dhcp-write,Yes,No,,,
,,,dhcp/clients/{id},https://192.168.1.254/api/v1/dhcp/clients/{id},DELETE,private,Private,dhcp-write,Yes,No,,,
,,,wireless/acl/rules/{id},https://192.168.1.254/api/v1/wireless/acl/rules/{id},DELETE,private,Private,wifi-write,Yes,No,,,
,,,wireless,https://192.168.1.254/api/v1/wireless,DELETE,private,Private,wifi-write,Yes,No,,,
,,,wireless/wps,https://192.168.1.254/api/v1/wireless/wps,DELETE,private,Private,wifi-write,Yes,No,,,
,,,nat/rules/{id},https://192.168.1.254/api/v1/nat/rules/{id},DELETE,private,Private,nat-write,Yes,No,,,
,,,firewall/rules/{id},https://192.168.1.254/api/v1/firewall/rules/{id},DELETE,private,Private,firewall-write,Yes,No,,,
,,,voip/dial/{id},https://192.168.1.254/api/v1/voip/dial/{id},DELETE,private,None,voip-write,Yes,No,,,
,,,voip/calllog/{id},https://192.168.1.254/api/v1/voip/calllog/{id},DELETE,private,Private,voip-write,Yes,No,,,
,,,voip/ringtest/{id},https://192.168.1.254/api/v1/voip/ringtest/{id},DELETE,private,Private,voip-write,Yes,No,,,
,,,voip/echotest/{id},https://192.168.1.254/api/v1/voip/echotest/{id},DELETE,private,Private,voip-write,Yes,No,,,
,,,voip/scheduler/number/{id},https://192.168.1.254/api/v1/voip/scheduler/number/{id},DELETE,private,Private,voip-write,Yes,No,,,
,,,dyndns/{id},https://192.168.1.254/api/v1/dyndns/{id},DELETE,private,Private,dyndns-write,Yes,No,,,
,,,alerts/{id},https://192.168.1.254/api/v1/alerts/{id},DELETE,private,Private,alert-write,Yes,No,,,
,,,parentalcontrol/unblock,https://192.168.1.254/api/v1/parentalcontrol/unblock,DELETE,private,Private,parental-write,Yes,No,,,
,,,configs/{id},https://192.168.1.254/api/v1/configs/{id},DELETE,private,None,backup-write,Yes,No,,,
,,,notification/contact/{id},https://192.168.1.254/api/v1/notification/contact/{id},DELETE,private,Private,notif-write,Yes,No,,,
,,,notification/alert/{id},https://192.168.1.254/api/v1/notification/alert/{id},DELETE,private,Private,notif-write,Yes,No,,,
,,,{id},https://192.168.1.254/api/v1/{id},OPTIONS,public,Private,lan-read,Yes,No,,,
,,,hosts/{id},https://192.168.1.254/api/v1/hosts/{id},POST,private,Private,host-write,Yes,No,,,
,,,dhcp/options,https://192.168.1.254/api/v1/dhcp/options,POST,private,Private,dhcp-write,Yes,No,,,
,,,dhcp/clients,https://192.168.1.254/api/v1/dhcp/clients,POST,private,Private,dhcp-write,Yes,No,,,
,,,wireless/acl/rules,https://192.168.1.254/api/v1/wireless/acl/rules,POST,private,Private,wifi-write,Yes,No,,,
,,,wireless/wps,https://192.168.1.254/api/v1/wireless/wps,POST,private,Private,wifi-write,Yes,No,,,
,,,wireless/scheduler,https://192.168.1.254/api/v1/wireless/scheduler,POST,private,Private,wifi-write,Yes,No,,,
,,,nat/rules,https://192.168.1.254/api/v1/nat/rules,POST,private,Private,nat-write,Yes,No,,,
,,,firewall/rules,https://192.168.1.254/api/v1/firewall/rules,POST,private,Private,firewall-write,Yes,No,,,
,,,voip/dial/{id},https://192.168.1.254/api/v1/voip/dial/{id},POST,private,None,voip-write,Yes,No,,,
,,,voip/ringtest/{id},https://192.168.1.254/api/v1/voip/ringtest/{id},POST,private,Private,voip-write,Yes,No,,,
,,,voip/echotest/{id},https://192.168.1.254/api/v1/voip/echotest/{id},POST,private,Private,voip-write,Yes,No,,,
,,,voip/scheduler,https://192.168.1.254/api/v1/voip/scheduler,POST,private,Private,voip-write,Yes,No,,,
,,,voip/scheduler/number,https://192.168.1.254/api/v1/voip/scheduler/number,POST,private,Private,voip-write,Yes,No,,,
,,,dyndns,https://192.168.1.254/api/v1/dyndns,POST,private,Private,dyndns-write,Yes,No,,,
,,,login,https://192.168.1.254/api/v1/login,POST,public,Private,any,Yes,No,,,
,,,logout,https://192.168.1.254/api/v1/logout,POST,public,Private,any,Yes,No,,,
,,,password-recovery,https://192.168.1.254/api/v1/password-recovery,POST,public,None,auth-write,Yes,No,,,
,,,change-password,https://192.168.1.254/api/v1/change-password,POST,private,None,auth-write,Yes,No,,,
,,,reset-password,https://192.168.1.254/api/v1/reset-password,POST,private,None,any,Yes,No,,,
,,,oauth/authorize,https://192.168.1.254/api/v1/oauth/authorize,POST,public,Private,any,Yes,No,,,
,,,oauth/token,https://192.168.1.254/api/v1/oauth/token,POST,public,Private,any,Yes,No,,,
,,,wan/diags,https://192.168.1.254/api/v1/wan/diags,POST,private,Private,diag-write,Yes,No,,,
,,,parentalcontrol/scheduler,https://192.168.1.254/api/v1/parentalcontrol/scheduler,POST,private,Private,parental-write,Yes,No,,,
,,,parentalcontrol/unblock,https://192.168.1.254/api/v1/parentalcontrol/unblock,POST,private,Private,parental-write,Yes,No,,,
,,,device/reboot,https://192.168.1.254/api/v1/device/reboot,POST,private,Private,reboot,Yes,No,,,
,,,device/factory,https://192.168.1.254/api/v1/device/factory,POST,private,None,factory,Yes,No,,,
,,,configs,https://192.168.1.254/api/v1/configs,POST,private,None,backup-write,Yes,No,,,
,,,configs/{id},https://192.168.1.254/api/v1/configs/{id},POST,private,None,backup-write,Yes,No,,,
,,,notification/contact,https://192.168.1.254/api/v1/notification/contact,POST,private,Private,notif-write,Yes,No,,,
,,,notification/alert,https://192.168.1.254/api/v1/notification/alert,POST,private,Private,notif-write,Yes,No,,,
,,,notification/test,https://192.168.1.254/api/v1/notification/test,POST,private,Private,notif-write,Yes,No,,,
,,,usersave,https://192.168.1.254/api/v1/usersave,POST,private,Private,backup-read,Yes,No,,,
,,,hosts/{id},https://192.168.1.254/api/v1/hosts/{id},PUT,private,Private,host-write,Yes,No,,,
,,,cpl,https://192.168.1.254/api/v1/cpl,PUT,private,Private,cpl-write,Yes,No,,,
,,,lan,https://192.168.1.254/api/v1/lan,PUT,private,Private,lan-write,Yes,No,,,
,,,lan/ip6,https://192.168.1.254/api/v1/lan/ip6,PUT,private,Private,lan-write,Yes,No,,,
,,,dhcp,https://192.168.1.254/api/v1/dhcp,PUT,private,Private,dhcp-write,Yes,No,,,
,,,dhcp/options/{id},https://192.168.1.254/api/v1/dhcp/options/{id},PUT,private,Private,dhcp-write,Yes,No,,,
,,,dhcp/clients/{id},https://192.168.1.254/api/v1/dhcp/clients/{id},PUT,private,Private,dhcp-write,Yes,No,,,
,,,wireless/acl,https://192.168.1.254/api/v1/wireless/acl,PUT,private,Private,wifi-write,Yes,No,,,
,,,wireless/acl/rules/{id},https://192.168.1.254/api/v1/wireless/acl/rules/{id},PUT,private,Private,wifi-write,Yes,No,,,
,,,wireless/24/neighborhood,https://192.168.1.254/api/v1/wireless/24/neighborhood,PUT,private,Private,wifi-write,Yes,No,,,
,,,wireless/5/neighborhood,https://192.168.1.254/api/v1/wireless/5/neighborhood,PUT,private,Private,wifi-write,Yes,No,,,
,,,wireless,https://192.168.1.254/api/v1/wireless,PUT,private,Private,wifi-write,Yes,No,,,
,,,wireless/scheduler,https://192.168.1.254/api/v1/wireless/scheduler,PUT,private,Private,wifi-write,Yes,No,,,
,,,wireless/cert/{id},https://192.168.1.254/api/v1/wireless/cert/{id},PUT,private,Private,wifi-write,Yes,No,,,
,,,wireless/{id},https://192.168.1.254/api/v1/wireless/{id},PUT,private,Private,wifi-write,Yes,No,,,
,,,nat/rules,https://192.168.1.254/api/v1/nat/rules,PUT,private,Private,nat-write,Yes,No,,,
,,,nat/rules/{id},https://192.168.1.254/api/v1/nat/rules/{id},PUT,private,Private,nat-write,Yes,No,,,
,,,nat/dmz,https://192.168.1.254/api/v1/nat/dmz,PUT,private,Private,nat-write,Yes,No,,,
,,,firewall/pingresponder,https://192.168.1.254/api/v1/firewall/pingresponder,PUT,private,Private,firewall-write,Yes,No,,,
,,,firewall,https://192.168.1.254/api/v1/firewall,PUT,private,Private,firewall-write,Yes,No,,,
,,,firewall/rules/{id},https://192.168.1.254/api/v1/firewall/rules/{id},PUT,private,Private,firewall-write,Yes,No,,,
,,,firewall/gamermode,https://192.168.1.254/api/v1/firewall/gamermode,PUT,private,Private,firewall-write,Yes,No,,,
,,,upnp/igd,https://192.168.1.254/api/v1/upnp/igd,PUT,private,Private,igd-write,Yes,No,,,
,,,voip/features/acr/{id},https://192.168.1.254/api/v1/voip/features/acr/{id},PUT,private,Private,voip-write,Yes,No,,,
,,,voip/blockanon/{id},https://192.168.1.254/api/v1/voip/blockanon/{id},PUT,private,Private,voip-write,Yes,No,,,
,,,voip/dial,https://192.168.1.254/api/v1/voip/dial,PUT,private,None,voip-write,Yes,No,,,
,,,voip/ringtest,https://192.168.1.254/api/v1/voip/ringtest,PUT,private,Private,voip-write,Yes,No,,,
,,,voip/echotest,https://192.168.1.254/api/v1/voip/echotest,PUT,private,Private,voip-write,Yes,No,,,
,,,voip/scheduler,https://192.168.1.254/api/v1/voip/scheduler,PUT,private,Private,voip-write,Yes,No,,,
,,,profile/account,https://192.168.1.254/api/v1/profile/account,PUT,private,Private,profile-write,Yes,No,,,
,,,dyndns,https://192.168.1.254/api/v1/dyndns,PUT,private,Private,dyndns-write,Yes,No,,,
,,,dyndns/{id},https://192.168.1.254/api/v1/dyndns/{id},PUT,private,Private,dyndns-write,Yes,No,,,
,,,login,https://192.168.1.254/api/v1/login,PUT,public,Private,any,Yes,No,,,
,,,remote/proxywol,https://192.168.1.254/api/v1/remote/proxywol,PUT,private,Private,remote,Yes,No,,,
,,,remote/admin,https://192.168.1.254/api/v1/remote/admin,PUT,private,Private,remote,Yes,No,,,
,,,parentalcontrol,https://192.168.1.254/api/v1/parentalcontrol,PUT,private,Private,parental-write,Yes,No,,,
,,,parentalcontrol/hosts,https://192.168.1.254/api/v1/parentalcontrol/hosts,PUT,private,Private,parental-write,Yes,No,,,
,,,device/usb/dlna,https://192.168.1.254/api/v1/device/usb/dlna,PUT,private,Private,device-write,Yes,No,,,
,,,device/usb/samba,https://192.168.1.254/api/v1/device/usb/samba,PUT,private,Private,device-write,Yes,No,,,
,,,device/usb/printer,https://192.168.1.254/api/v1/device/usb/printer,PUT,private,Private,device-write,Yes,No,,,
,,,device/usb/{id},https://192.168.1.254/api/v1/device/usb/{id},PUT,private,Private,device-write,Yes,No,,,
,,,device/optimization,https://192.168.1.254/api/v1/device/optimization,PUT,private,Private,device-write,Yes,No,,,
,,,device/support,https://192.168.1.254/api/v1/device/support,PUT,private,None,bboxdebug,Yes,No,,,
,,,device/display,https://192.168.1.254/api/v1/device/display,PUT,private,Private,device-read,Yes,No,,,
,,,iptv/diags,https://192.168.1.254/api/v1/iptv/diags,PUT,private,Private,diag-write,Yes,No,,,
,,,configs/{id},https://192.168.1.254/api/v1/configs/{id},PUT,private,None,backup-write,Yes,No,,,
,,,notification,https://192.168.1.254/api/v1/notification,PUT,private,Private,notif-write,Yes,No,,,
,,,notification/contact/{id},https://192.168.1.254/api/v1/notification/contact/{id},PUT,private,Private,notif-write,Yes,No,,,
,,,notification/alert/{id},https://192.168.1.254/api/v1/notification/alert/{id},PUT,private,Private,notif-write,Yes,No,,,
,,,device/upgrade,https://192.168.1.254/api/v1/device/upgrade,PUT,private,Private,bboxdebug,Yes,No,,,
,,,oqc/led/{id},https://192.168.1.254/api/v1/oqc/led/{id},PUT,private,Private,device-write,Yes,No,,,
,,,oqc/button/testmode,https://192.168.1.254/api/v1/oqc/button/testmode,PUT,private,Private,device-write,Yes,No,,,
